,warning id,project,bug_pattern,commit,last_commit_checked,?,bug pattern category,package,class,field,method,type,expr,idents,start_line,end_line,label (automatically determined),commit url,"commit url (of the version compared to, if closed)",code (if open),label,method_content
44,246,derby,EI_EXPOSE_REP2,B,last,,MALICIOUS_CODE,org.apache.derby.impl.sql.execute,org.apache.derby.impl.sql.execute.TablePrivilegeInfo,columnBitSets,<init>,,columnBitSets,"columnBitSets,columnBitSets",76,76,close,https://github.com/apache/derby/tree/eea0d50c8d732cad9ba563ddfa786b7028eb092f//java/engine/org/apache/derby/impl/sql/execute/TablePrivilegeInfo.java#L76,https://github.com/apache/derby/tree/33427bdb982a7dd5b9e629ccec9c40f2b96412b4//java/engine/org/apache/derby/impl/sql/execute/TablePrivilegeInfo.java,,close,
45,257,derby,EI_EXPOSE_REP2,B,last,,MALICIOUS_CODE,org.apache.derby.impl.sql.execute,org.apache.derby.impl.sql.execute.BaseActivation,autoGeneratedKeysColumnIndexes,setAutoGeneratedKeysResultsetInfo,,autoGeneratedKeysColumnIndexes = columnIndexes;,,646,646,close,https://github.com/apache/derby/tree/eea0d50c8d732cad9ba563ddfa786b7028eb092f//java/engine/org/apache/derby/impl/sql/execute/BaseActivation.java#L646,https://github.com/apache/derby/tree/33427bdb982a7dd5b9e629ccec9c40f2b96412b4//java/engine/org/apache/derby/impl/sql/execute/BaseActivation.java,,close,"public void setAutoGeneratedKeysResultsetInfo(int[] columnIndexes, String[] columnNames)
	{
		autoGeneratedKeysResultSetMode = true;
		autoGeneratedKeysColumnIndexes = columnIndexes;
		autoGeneratedKeysColumnNames = columnNames;
	}"
46,261,derby,EI_EXPOSE_REP,B,last,,MALICIOUS_CODE,org.apache.derby.client.am,org.apache.derby.client.am.Section,PKGNAMCBytes,getPKGNAMCBytes,,PKGNAMCBytes,PKGNAMCBytes,83,83,close,https://github.com/apache/derby/tree/eea0d50c8d732cad9ba563ddfa786b7028eb092f//java/client/org/apache/derby/client/am/Section.java#L83,https://github.com/apache/derby/tree/33427bdb982a7dd5b9e629ccec9c40f2b96412b4//java/client/org/apache/derby/client/am/Section.java,,close,"public byte[] getPKGNAMCBytes() {
        return PKGNAMCBytes;
    }"
47,271,derby,EI_EXPOSE_REP2,B,last,,MALICIOUS_CODE,org.apache.derby.impl.sql.execute.rts,org.apache.derby.impl.sql.execute.rts.RealDeleteCascadeResultSetStatistics,dependentTrackingArray,<init>,,dependentTrackingArray,"dependentTrackingArray,dependentTrackingArray",59,59,close,https://github.com/apache/derby/tree/eea0d50c8d732cad9ba563ddfa786b7028eb092f//java/engine/org/apache/derby/impl/sql/execute/rts/RealDeleteCascadeResultSetStatistics.java#L59,https://github.com/apache/derby/tree/33427bdb982a7dd5b9e629ccec9c40f2b96412b4//java/engine/org/apache/derby/impl/sql/execute/rts/RealDeleteCascadeResultSetStatistics.java,,close,
48,280,derby,EI_EXPOSE_REP2,B,last,,MALICIOUS_CODE,org.apache.derby.impl.sql.execute,org.apache.derby.impl.sql.execute.FKInfo,fkConstraintNames,<init>,,fkConstraintNames,"fkConstraintNames,fkConstraintNames",135,135,close,https://github.com/apache/derby/tree/eea0d50c8d732cad9ba563ddfa786b7028eb092f//java/engine/org/apache/derby/impl/sql/execute/FKInfo.java#L135,https://github.com/apache/derby/tree/33427bdb982a7dd5b9e629ccec9c40f2b96412b4//java/engine/org/apache/derby/impl/sql/execute/FKInfo.java,,close,
49,283,derby,EI_EXPOSE_REP2,B,last,,MALICIOUS_CODE,org.apache.derby.iapi.sql.dictionary,org.apache.derby.iapi.sql.dictionary.ConglomerateDescriptor,columnNames,setColumnNames,,columnNames,"columnNames,columnNames",232,232,close,https://github.com/apache/derby/tree/eea0d50c8d732cad9ba563ddfa786b7028eb092f//java/engine/org/apache/derby/iapi/sql/dictionary/ConglomerateDescriptor.java#L232,https://github.com/apache/derby/tree/33427bdb982a7dd5b9e629ccec9c40f2b96412b4//java/engine/org/apache/derby/iapi/sql/dictionary/ConglomerateDescriptor.java,,close,"public void setColumnNames(String[] columnNames)
	{
		this.columnNames = columnNames;
	}"
50,287,derby,EI_EXPOSE_REP,B,last,,MALICIOUS_CODE,org.apache.derby.iapi.sql.dictionary,org.apache.derby.iapi.sql.dictionary.ConstraintDescriptor,referencedColumns,getReferencedColumns,,return referencedColumns;,,203,203,close,https://github.com/apache/derby/tree/eea0d50c8d732cad9ba563ddfa786b7028eb092f//java/engine/org/apache/derby/iapi/sql/dictionary/ConstraintDescriptor.java#L203,https://github.com/apache/derby/tree/33427bdb982a7dd5b9e629ccec9c40f2b96412b4//java/engine/org/apache/derby/iapi/sql/dictionary/ConstraintDescriptor.java,,close,"public int[]	getReferencedColumns()
	{
		return referencedColumns;
	}"
51,288,derby,EI_EXPOSE_REP2,B,last,,MALICIOUS_CODE,org.apache.derby.impl.sql.execute,org.apache.derby.impl.sql.execute.AggregateSortObserver,aggsToProcess,<init>,,aggsToProcess,"aggsToProcess,aggsToProcess",73,73,close,https://github.com/apache/derby/tree/eea0d50c8d732cad9ba563ddfa786b7028eb092f//java/engine/org/apache/derby/impl/sql/execute/AggregateSortObserver.java#L73,https://github.com/apache/derby/tree/33427bdb982a7dd5b9e629ccec9c40f2b96412b4//java/engine/org/apache/derby/impl/sql/execute/AggregateSortObserver.java,,open,
52,315,derby,EI_EXPOSE_REP2,B,last,,MALICIOUS_CODE,org.apache.derby.impl.sql.execute.rts,org.apache.derby.impl.sql.execute.rts.RunTimeStatisticsImpl,subqueryTrackingArray,<init>,,subqueryTrackingArray,"subqueryTrackingArray,subqueryTrackingArray",104,104,close,https://github.com/apache/derby/tree/eea0d50c8d732cad9ba563ddfa786b7028eb092f//java/engine/org/apache/derby/impl/sql/execute/rts/RunTimeStatisticsImpl.java#L104,https://github.com/apache/derby/tree/33427bdb982a7dd5b9e629ccec9c40f2b96412b4//java/engine/org/apache/derby/impl/sql/execute/rts/RunTimeStatisticsImpl.java,,close,
53,317,derby,EI_EXPOSE_REP2,B,last,,MALICIOUS_CODE,org.apache.derby.impl.sql.execute,org.apache.derby.impl.sql.execute.FKInfo,raRules,<init>,,raRules,"raRules,raRules",146,146,close,https://github.com/apache/derby/tree/eea0d50c8d732cad9ba563ddfa786b7028eb092f//java/engine/org/apache/derby/impl/sql/execute/FKInfo.java#L146,https://github.com/apache/derby/tree/33427bdb982a7dd5b9e629ccec9c40f2b96412b4//java/engine/org/apache/derby/impl/sql/execute/FKInfo.java,,close,
54,320,derby,EI_EXPOSE_REP2,B,last,,MALICIOUS_CODE,org.apache.derby.catalog.types,org.apache.derby.catalog.types.RoutineAliasInfo,parameterTypes,<init>,,parameterTypes,"parameterTypes,parameterTypes",176,176,close,https://github.com/apache/derby/tree/eea0d50c8d732cad9ba563ddfa786b7028eb092f//java/engine/org/apache/derby/catalog/types/RoutineAliasInfo.java#L176,https://github.com/apache/derby/tree/33427bdb982a7dd5b9e629ccec9c40f2b96412b4//java/engine/org/apache/derby/catalog/types/RoutineAliasInfo.java,,close,
55,321,derby,EI_EXPOSE_REP2,B,last,,MALICIOUS_CODE,org.apache.derby.impl.store.raw.data,org.apache.derby.impl.store.raw.data.RawField,data,<init>,,data,"data,data",29,29,close,https://github.com/apache/derby/tree/eea0d50c8d732cad9ba563ddfa786b7028eb092f//java/engine/org/apache/derby/impl/store/raw/data/RawField.java#L29,https://github.com/apache/derby/tree/33427bdb982a7dd5b9e629ccec9c40f2b96412b4//java/engine/org/apache/derby/impl/store/raw/data/RawField.java,,open,
56,323,derby,EI_EXPOSE_REP2,B,last,,MALICIOUS_CODE,org.apache.derby.iapi.sql.dictionary,org.apache.derby.iapi.sql.dictionary.TriggerDescriptor,referencedCols,<init>,,referencedCols,"referencedCols,referencedCols",190,190,close,https://github.com/apache/derby/tree/eea0d50c8d732cad9ba563ddfa786b7028eb092f//java/engine/org/apache/derby/iapi/sql/dictionary/TriggerDescriptor.java#L190,https://github.com/apache/derby/tree/33427bdb982a7dd5b9e629ccec9c40f2b96412b4//java/engine/org/apache/derby/iapi/sql/dictionary/TriggerDescriptor.java,,open,
57,327,derby,EI_EXPOSE_REP2,B,last,,MALICIOUS_CODE,org.apache.derby.iapi.services.io,org.apache.derby.iapi.services.io.FormatableArrayHolder,array,<init>,,array,"array,array",76,76,close,https://github.com/apache/derby/tree/eea0d50c8d732cad9ba563ddfa786b7028eb092f//java/engine/org/apache/derby/iapi/services/io/FormatableArrayHolder.java#L76,https://github.com/apache/derby/tree/33427bdb982a7dd5b9e629ccec9c40f2b96412b4//java/engine/org/apache/derby/iapi/services/io/FormatableArrayHolder.java,,close,
58,334,derby,EI_EXPOSE_REP,B,last,,MALICIOUS_CODE,org.apache.derby.catalog.types,org.apache.derby.catalog.types.RoutineAliasInfo,parameterTypes,getParameterTypes,,parameterTypes,parameterTypes,236,236,close,https://github.com/apache/derby/tree/eea0d50c8d732cad9ba563ddfa786b7028eb092f//java/engine/org/apache/derby/catalog/types/RoutineAliasInfo.java#L236,https://github.com/apache/derby/tree/33427bdb982a7dd5b9e629ccec9c40f2b96412b4//java/engine/org/apache/derby/catalog/types/RoutineAliasInfo.java,,close,"public TypeDescriptor[] getParameterTypes() {
		return parameterTypes;
	}"
59,336,derby,EI_EXPOSE_REP2,B,last,,MALICIOUS_CODE,org.apache.derby.impl.sql.execute,org.apache.derby.impl.sql.execute.ValueRow,column,setRowArray,,column,"column,value",233,233,close,https://github.com/apache/derby/tree/eea0d50c8d732cad9ba563ddfa786b7028eb092f//java/engine/org/apache/derby/impl/sql/execute/ValueRow.java#L233,https://github.com/apache/derby/tree/33427bdb982a7dd5b9e629ccec9c40f2b96412b4//java/engine/org/apache/derby/impl/sql/execute/ValueRow.java,,open,"public void setRowArray(DataValueDescriptor[] value)
	{
		column = value;
	}"
60,340,derby,EI_EXPOSE_REP,B,last,,MALICIOUS_CODE,org.apache.derby.client.net,org.apache.derby.client.net.NetXACallInfo,crrtkn_,getCorrelatorToken,,crrtkn_,crrtkn_,121,121,close,https://github.com/apache/derby/tree/eea0d50c8d732cad9ba563ddfa786b7028eb092f//java/client/org/apache/derby/client/net/NetXACallInfo.java#L121,https://github.com/apache/derby/tree/33427bdb982a7dd5b9e629ccec9c40f2b96412b4//java/client/org/apache/derby/client/net/NetXACallInfo.java,,unknown,"public byte[] getCorrelatorToken() {
        return crrtkn_;
    }"
61,347,derby,EI_EXPOSE_REP,B,last,,MALICIOUS_CODE,org.apache.derby.impl.tools.planexporter,org.apache.derby.impl.tools.planexporter.AccessDatabase,data,getData,,data,data,584,584,close,https://github.com/apache/derby/tree/eea0d50c8d732cad9ba563ddfa786b7028eb092f//java/tools/org/apache/derby/impl/tools/planexporter/AccessDatabase.java#L584,https://github.com/apache/derby/tree/33427bdb982a7dd5b9e629ccec9c40f2b96412b4//java/tools/org/apache/derby/impl/tools/planexporter/AccessDatabase.java,,close,"public TreeNode[] getData() {
        return data;
    }"
62,362,derby,EI_EXPOSE_REP2,B,last,,MALICIOUS_CODE,org.apache.derby.client.am,org.apache.derby.client.am.Statement,resultSetList_,completeExecuteCall,,resultSetList_ = resultSets;,,1579,1579,close,https://github.com/apache/derby/tree/eea0d50c8d732cad9ba563ddfa786b7028eb092f//java/client/org/apache/derby/client/am/Statement.java#L1579,https://github.com/apache/derby/tree/33427bdb982a7dd5b9e629ccec9c40f2b96412b4//java/client/org/apache/derby/client/am/Statement.java,,unknown,"public void completeExecuteCall(Sqlca sqlca, Cursor singletonParams, ResultSet[] resultSets) {
        completeExecuteCall(sqlca, singletonParams);
        resultSetList_ = resultSets;
        if (resultSets != null) {
            resultSet_ = resultSets[0];
        }
        indexOfCurrentResultSet_ = 0;
    }"
63,365,derby,EI_EXPOSE_REP2,B,last,,MALICIOUS_CODE,org.apache.derby.impl.sql.execute,org.apache.derby.impl.sql.execute.InternalTriggerExecutionContext,changedColIds,<init>,,changedColIds,"changedColIds,changedColIds",154,154,close,https://github.com/apache/derby/tree/eea0d50c8d732cad9ba563ddfa786b7028eb092f//java/engine/org/apache/derby/impl/sql/execute/InternalTriggerExecutionContext.java#L154,https://github.com/apache/derby/tree/33427bdb982a7dd5b9e629ccec9c40f2b96412b4//java/engine/org/apache/derby/impl/sql/execute/InternalTriggerExecutionContext.java,,unknown,
64,372,derby,EI_EXPOSE_REP,B,last,,MALICIOUS_CODE,org.apache.derby.impl.sql.execute.rts,org.apache.derby.impl.sql.execute.rts.RunTimeStatisticsImpl,beginExecutionTimestamp,getBeginExecutionTimestamp,,beginExecutionTimestamp,beginExecutionTimestamp,197,197,close,https://github.com/apache/derby/tree/eea0d50c8d732cad9ba563ddfa786b7028eb092f//java/engine/org/apache/derby/impl/sql/execute/rts/RunTimeStatisticsImpl.java#L197,https://github.com/apache/derby/tree/33427bdb982a7dd5b9e629ccec9c40f2b96412b4//java/engine/org/apache/derby/impl/sql/execute/rts/RunTimeStatisticsImpl.java,,close,"public Timestamp getBeginExecutionTimestamp()
	{
		return beginExecutionTimestamp;
	}"
65,377,derby,EI_EXPOSE_REP2,B,last,,MALICIOUS_CODE,org.apache.derby.impl.sql.compile,org.apache.derby.impl.sql.compile.FromBaseTable,fkColArray,setRefActionInfo,,this.fkColArray = fkColArray;,,4741,4741,close,https://github.com/apache/derby/tree/eea0d50c8d732cad9ba563ddfa786b7028eb092f//java/engine/org/apache/derby/impl/sql/compile/FromBaseTable.java#L4741,https://github.com/apache/derby/tree/33427bdb982a7dd5b9e629ccec9c40f2b96412b4//java/engine/org/apache/derby/impl/sql/compile/FromBaseTable.java,,open,"public void setRefActionInfo(long fkIndexConglomId, 
								 int[]fkColArray, 
								 String parentResultSetId,
								 boolean dependentScan)
	{


		this.fkIndexConglomId = fkIndexConglomId;
		this.fkColArray = fkColArray;
		this.raParentResultSetId = parentResultSetId;
		this.raDependentScan = dependentScan;
	}"
66,386,derby,EI_EXPOSE_REP2,B,last,,MALICIOUS_CODE,org.apache.derby.catalog.types,org.apache.derby.catalog.types.RowMultiSetImpl,_types,<init>,,_types,"_types,types",90,90,close,https://github.com/apache/derby/tree/eea0d50c8d732cad9ba563ddfa786b7028eb092f//java/engine/org/apache/derby/catalog/types/RowMultiSetImpl.java#L90,https://github.com/apache/derby/tree/33427bdb982a7dd5b9e629ccec9c40f2b96412b4//java/engine/org/apache/derby/catalog/types/RowMultiSetImpl.java,,close,
67,390,derby,EI_EXPOSE_REP2,B,last,,MALICIOUS_CODE,org.apache.derby.iapi.sql.dictionary,org.apache.derby.iapi.sql.dictionary.PasswordHasher,_salt,<init>,,_salt,"_salt,salt",110,110,close,https://github.com/apache/derby/tree/eea0d50c8d732cad9ba563ddfa786b7028eb092f//java/engine/org/apache/derby/iapi/sql/dictionary/PasswordHasher.java#L110,https://github.com/apache/derby/tree/33427bdb982a7dd5b9e629ccec9c40f2b96412b4//java/engine/org/apache/derby/iapi/sql/dictionary/PasswordHasher.java,,close,
68,392,derby,EI_EXPOSE_REP2,B,last,,MALICIOUS_CODE,org.apache.derby.impl.sql.execute,org.apache.derby.impl.sql.execute.FKInfo,fkIsSelfReferencing,<init>,,fkIsSelfReferencing,"fkIsSelfReferencing,fkIsSelfReferencing",143,143,close,https://github.com/apache/derby/tree/eea0d50c8d732cad9ba563ddfa786b7028eb092f//java/engine/org/apache/derby/impl/sql/execute/FKInfo.java#L143,https://github.com/apache/derby/tree/33427bdb982a7dd5b9e629ccec9c40f2b96412b4//java/engine/org/apache/derby/impl/sql/execute/FKInfo.java,,close,
69,397,derby,EI_EXPOSE_REP2,B,last,,MALICIOUS_CODE,org.apache.derby.impl.tools.ij,org.apache.derby.impl.tools.ij.ijMultipleResultSetResult,displayColumns,<init>,,display,"display,displayColumns",60,60,close,https://github.com/apache/derby/tree/eea0d50c8d732cad9ba563ddfa786b7028eb092f//java/tools/org/apache/derby/impl/tools/ij/ijMultipleResultSetResult.java#L60,https://github.com/apache/derby/tree/33427bdb982a7dd5b9e629ccec9c40f2b96412b4//java/tools/org/apache/derby/impl/tools/ij/ijMultipleResultSetResult.java,,close,
70,408,derby,EI_EXPOSE_REP,B,last,,MALICIOUS_CODE,org.apache.derby.impl.sql.execute,org.apache.derby.impl.sql.execute.BaseActivation,autoGeneratedKeysColumnNames,getAutoGeneratedKeysColumnNames,,return autoGeneratedKeysColumnNames;,,665,665,close,https://github.com/apache/derby/tree/eea0d50c8d732cad9ba563ddfa786b7028eb092f//java/engine/org/apache/derby/impl/sql/execute/BaseActivation.java#L665,https://github.com/apache/derby/tree/33427bdb982a7dd5b9e629ccec9c40f2b96412b4//java/engine/org/apache/derby/impl/sql/execute/BaseActivation.java,,close,"public String[] getAutoGeneratedKeysColumnNames()
	{
		return autoGeneratedKeysColumnNames;
	}"
71,420,derby,EI_EXPOSE_REP,B,last,,MALICIOUS_CODE,org.apache.derby.impl.store.raw.xact,org.apache.derby.impl.store.raw.xact.GlobalXactId,global_id,getGlobalTransactionId,,global_id,global_id,156,156,close,https://github.com/apache/derby/tree/eea0d50c8d732cad9ba563ddfa786b7028eb092f//java/engine/org/apache/derby/impl/store/raw/xact/GlobalXactId.java#L156,https://github.com/apache/derby/tree/33427bdb982a7dd5b9e629ccec9c40f2b96412b4//java/engine/org/apache/derby/impl/store/raw/xact/GlobalXactId.java,,open,"public byte[] getGlobalTransactionId()
    {
        return(global_id);
    }"
72,428,derby,EI_EXPOSE_REP,B,last,,MALICIOUS_CODE,org.apache.derby.iapi.sql.dictionary,org.apache.derby.iapi.sql.dictionary.ConglomerateDescriptor,columnNames,getColumnNames,,columnNames,columnNames,243,243,close,https://github.com/apache/derby/tree/eea0d50c8d732cad9ba563ddfa786b7028eb092f//java/engine/org/apache/derby/iapi/sql/dictionary/ConglomerateDescriptor.java#L243,https://github.com/apache/derby/tree/33427bdb982a7dd5b9e629ccec9c40f2b96412b4//java/engine/org/apache/derby/iapi/sql/dictionary/ConglomerateDescriptor.java,,close,"public String[] getColumnNames()
	{
		return columnNames;
	}"
73,434,derby,EI_EXPOSE_REP,B,last,,MALICIOUS_CODE,org.apache.derby.impl.sql.compile,org.apache.derby.impl.sql.compile.CreateIndexNode,columnNames,getColumnNames,,columnNames,columnNames,131,131,close,https://github.com/apache/derby/tree/eea0d50c8d732cad9ba563ddfa786b7028eb092f//java/engine/org/apache/derby/impl/sql/compile/CreateIndexNode.java#L131,https://github.com/apache/derby/tree/33427bdb982a7dd5b9e629ccec9c40f2b96412b4//java/engine/org/apache/derby/impl/sql/compile/CreateIndexNode.java,,unknown,public  String[]			getColumnNames() { return columnNames; }
74,439,derby,EI_EXPOSE_REP,B,last,,MALICIOUS_CODE,org.apache.derby.iapi.sql.dictionary,org.apache.derby.iapi.sql.dictionary.IndexLister,indexConglomerateNumbers,getIndexConglomerateNumbers,,indexConglomerateNumbers,indexConglomerateNumbers,102,102,close,https://github.com/apache/derby/tree/eea0d50c8d732cad9ba563ddfa786b7028eb092f//java/engine/org/apache/derby/iapi/sql/dictionary/IndexLister.java#L102,https://github.com/apache/derby/tree/33427bdb982a7dd5b9e629ccec9c40f2b96412b4//java/engine/org/apache/derby/iapi/sql/dictionary/IndexLister.java,,close,"public	long[]		getIndexConglomerateNumbers()
					throws StandardException
	{
		if ( indexConglomerateNumbers == null ) { getAllIndexes(); }
		return	indexConglomerateNumbers;
	}"
75,452,derby,EI_EXPOSE_REP2,B,last,,MALICIOUS_CODE,org.apache.derby.impl.sql.execute.rts,org.apache.derby.impl.sql.execute.rts.RealHashTableStatistics,hashKeyColumns,<init>,,hashKeyColumns,"hashKeyColumns,hashKeyColumns",101,101,close,https://github.com/apache/derby/tree/eea0d50c8d732cad9ba563ddfa786b7028eb092f//java/engine/org/apache/derby/impl/sql/execute/rts/RealHashTableStatistics.java#L101,https://github.com/apache/derby/tree/33427bdb982a7dd5b9e629ccec9c40f2b96412b4//java/engine/org/apache/derby/impl/sql/execute/rts/RealHashTableStatistics.java,,close,
76,457,derby,EI_EXPOSE_REP,B,last,,MALICIOUS_CODE,org.apache.derby.impl.sql.compile,org.apache.derby.impl.sql.compile.CompilerContextImpl,parameterDescriptors,getParameterTypes,,parameterDescriptors,parameterDescriptors,630,630,close,https://github.com/apache/derby/tree/eea0d50c8d732cad9ba563ddfa786b7028eb092f//java/engine/org/apache/derby/impl/sql/compile/CompilerContextImpl.java#L630,https://github.com/apache/derby/tree/33427bdb982a7dd5b9e629ccec9c40f2b96412b4//java/engine/org/apache/derby/impl/sql/compile/CompilerContextImpl.java,,open,"public DataTypeDescriptor[] getParameterTypes()
	{
		return parameterDescriptors;
	}"
77,458,derby,EI_EXPOSE_REP,B,last,,MALICIOUS_CODE,org.apache.derby.iapi.sql.dictionary,org.apache.derby.iapi.sql.dictionary.IndexLister,distinctIndexRowGenerators,getDistinctIndexRowGenerators,,distinctIndexRowGenerators,distinctIndexRowGenerators,130,130,close,https://github.com/apache/derby/tree/eea0d50c8d732cad9ba563ddfa786b7028eb092f//java/engine/org/apache/derby/iapi/sql/dictionary/IndexLister.java#L130,https://github.com/apache/derby/tree/33427bdb982a7dd5b9e629ccec9c40f2b96412b4//java/engine/org/apache/derby/iapi/sql/dictionary/IndexLister.java,,close,"public	IndexRowGenerator[]		getDistinctIndexRowGenerators()
					throws StandardException
	{
		if ( distinctIndexRowGenerators == null ) { getAllIndexes(); }
		return	distinctIndexRowGenerators;
	}"
78,465,derby,EI_EXPOSE_REP,B,last,,MALICIOUS_CODE,org.apache.derby.impl.tools.ij,org.apache.derby.impl.tools.ij.ijMultipleResultSetResult,columnWidths,getColumnWidthList,,columnWidths,columnWidths,89,89,close,https://github.com/apache/derby/tree/eea0d50c8d732cad9ba563ddfa786b7028eb092f//java/tools/org/apache/derby/impl/tools/ij/ijMultipleResultSetResult.java#L89,https://github.com/apache/derby/tree/33427bdb982a7dd5b9e629ccec9c40f2b96412b4//java/tools/org/apache/derby/impl/tools/ij/ijMultipleResultSetResult.java,,close,public int[] getColumnWidthList() { return columnWidths; }
79,466,derby,EI_EXPOSE_REP2,B,last,,MALICIOUS_CODE,org.apache.derby.client.am,org.apache.derby.client.am.Statement,generatedKeysColumnNames_,executeUpdate,,generatedKeysColumnNames_ = columnNames;,,1295,1295,close,https://github.com/apache/derby/tree/eea0d50c8d732cad9ba563ddfa786b7028eb092f//java/client/org/apache/derby/client/am/Statement.java#L1295,https://github.com/apache/derby/tree/33427bdb982a7dd5b9e629ccec9c40f2b96412b4//java/client/org/apache/derby/client/am/Statement.java,,unknown,"public int executeUpdate(String sql) throws SQLException {
        try
        {
            synchronized (connection_) {
                if (agent_.loggingEnabled()) {
                    agent_.logWriter_.traceEntry(this, ""executeUpdate"", sql);
                }
                int updateValue = executeUpdateX(sql);
                if (agent_.loggingEnabled()) {
                    agent_.logWriter_.traceExit(this, ""executeUpdate"", updateValue);
                }
                return updateValue;
            }
        }
        catch ( SqlException se )
        {
            throw se.getSQLException();
        }
    }"
80,469,derby,EI_EXPOSE_REP,B,last,,MALICIOUS_CODE,org.apache.derby.client.am,org.apache.derby.client.am.Sqlca,sqlWarn_,getSqlWarn,,return sqlWarn_;,,224,224,close,https://github.com/apache/derby/tree/eea0d50c8d732cad9ba563ddfa786b7028eb092f//java/client/org/apache/derby/client/am/Sqlca.java#L224,https://github.com/apache/derby/tree/33427bdb982a7dd5b9e629ccec9c40f2b96412b4//java/client/org/apache/derby/client/am/Sqlca.java,,open,"synchronized public char[] getSqlWarn() {
        if (sqlWarn_ != null) {
            return sqlWarn_;
        }

        try {
            if (sqlWarnBytes_ == null) {
                sqlWarn_ = new char[]{' ', ' ', ' ', ' ', ' ', ' ', ' ', ' ', ' ', ' ', ' '}; // 11 blank.
            } else {
                sqlWarn_ = bytes2String(sqlWarnBytes_, 0, sqlWarnBytes_.length).toCharArray();
            }
            return sqlWarn_;
        } catch (java.io.UnsupportedEncodingException e) {
            sqlWarn_ = new char[]{' ', ' ', ' ', ' ', ' ', ' ', ' ', ' ', ' ', ' ', ' '}; // 11 blank.
            return sqlWarn_;
        }
    }"
81,471,derby,EI_EXPOSE_REP2,B,last,,MALICIOUS_CODE,org.apache.derby.impl.sql.catalog,org.apache.derby.impl.sql.catalog.XPLAINStatementTimingsDescriptor,begin_exe_time,<init>,,begin_exe_time,"begin_exe_time,begin_exe_time",73,73,close,https://github.com/apache/derby/tree/eea0d50c8d732cad9ba563ddfa786b7028eb092f//java/engine/org/apache/derby/impl/sql/catalog/XPLAINStatementTimingsDescriptor.java#L73,https://github.com/apache/derby/tree/33427bdb982a7dd5b9e629ccec9c40f2b96412b4//java/engine/org/apache/derby/impl/sql/catalog/XPLAINStatementTimingsDescriptor.java,,close,
82,472,derby,EI_EXPOSE_REP,B,last,,MALICIOUS_CODE,org.apache.derby.impl.sql.compile,org.apache.derby.impl.sql.compile.CreateViewNode,providerInfos,getProviderInfo,,providerInfos,providerInfos,172,172,close,https://github.com/apache/derby/tree/eea0d50c8d732cad9ba563ddfa786b7028eb092f//java/engine/org/apache/derby/impl/sql/compile/CreateViewNode.java#L172,https://github.com/apache/derby/tree/33427bdb982a7dd5b9e629ccec9c40f2b96412b4//java/engine/org/apache/derby/impl/sql/compile/CreateViewNode.java,,unknown,public	ProviderInfo[]	getProviderInfo() { return providerInfos; }
83,474,derby,EI_EXPOSE_REP,B,last,,MALICIOUS_CODE,org.apache.derby.iapi.store.access.xa,org.apache.derby.iapi.store.access.xa.XAXactId,branch_id,getBranchQualifier,,return(branch_id);,,243,243,close,https://github.com/apache/derby/tree/eea0d50c8d732cad9ba563ddfa786b7028eb092f//java/engine/org/apache/derby/iapi/store/access/xa/XAXactId.java#L243,https://github.com/apache/derby/tree/33427bdb982a7dd5b9e629ccec9c40f2b96412b4//java/engine/org/apache/derby/iapi/store/access/xa/XAXactId.java,,close,"public byte[] getBranchQualifier()
    {
        return(branch_id);
    }"
84,476,derby,EI_EXPOSE_REP2,B,last,,MALICIOUS_CODE,org.apache.derby.iapi.sql.dictionary,org.apache.derby.iapi.sql.dictionary.CatalogRowFactory,indexColumnPositions,initInfo,,this.indexColumnPositions = indexColumnPositions;,,242,242,close,https://github.com/apache/derby/tree/eea0d50c8d732cad9ba563ddfa786b7028eb092f//java/engine/org/apache/derby/iapi/sql/dictionary/CatalogRowFactory.java#L242,https://github.com/apache/derby/tree/33427bdb982a7dd5b9e629ccec9c40f2b96412b4//java/engine/org/apache/derby/iapi/sql/dictionary/CatalogRowFactory.java,,close,"public	void	initInfo(int        columnCount,
							 String 	catalogName,
							 int[][] 	indexColumnPositions,
							 boolean[] 	indexUniqueness,
							 String[]	uuidStrings)
							 
	{
		indexCount = (indexColumnPositions != null) ? 
			                 indexColumnPositions.length : 0;

		this.catalogName = catalogName;
		this.columnCount = columnCount;

		UUIDFactory	uf = getUUIDFactory();
		this.tableUUID = uf.recreateUUID(uuidStrings[0] );
		this.heapUUID = uf.recreateUUID( uuidStrings[1] );

		if (indexCount > 0)
		{
			indexNames = new String[indexCount];
			indexUUID = new UUID[indexCount];
			for (int ictr = 0; ictr < indexCount; ictr++)
			{
				indexNames[ictr] = generateIndexName(ictr);
				indexUUID[ictr] = uf.recreateUUID(uuidStrings[ictr + 2 ]);
			}
			this.indexColumnPositions = indexColumnPositions;
			this.indexUniqueness = indexUniqueness;
 
		}
	}"
