,warning id,project,bug_pattern,commit,last_commit_checked,?,bug pattern category,package,class,field,method,type,expr,idents,start_line,end_line,label (automatically determined),commit url,"commit url (of the version compared to, if closed)",code (if open),label,method_content
46,9836,ant,IJU_TEARDOWN_NO_SUPER,C,last,,CORRECTNESS,org.apache.tools.ant.taskdefs,org.apache.tools.ant.taskdefs.ConditionTest,,tearDown,,},,50,50,close,https://github.com/apache/ant/tree/c92f8f160a3197e8f3df74ceb588f581d08404c0//src/tests/junit/org/apache/tools/ant/taskdefs/ConditionTest.java#L50,https://github.com/apache/ant/tree/7a7307bc999be080c99412b1c67d111af1366ef7//src/tests/junit/org/apache/tools/ant/taskdefs/ConditionTest.java,,unknown,"public void tearDown() {
        executeTarget(""cleanup"");
    }"
47,9839,ant,IJU_TEARDOWN_NO_SUPER,C,last,,CORRECTNESS,org.apache.tools.ant.filters,org.apache.tools.ant.filters.ConcatFilterTest,,tearDown,,},,79,79,close,https://github.com/apache/ant/tree/c92f8f160a3197e8f3df74ceb588f581d08404c0//src/tests/junit/org/apache/tools/ant/filters/ConcatFilterTest.java#L79,https://github.com/apache/ant/tree/7a7307bc999be080c99412b1c67d111af1366ef7//src/tests/junit/org/apache/tools/ant/filters/ConcatFilterTest.java,,unknown,"public void tearDown() {
        executeTarget(""cleanup"");
    }"
48,9843,ant,IJU_TEARDOWN_NO_SUPER,C,last,,CORRECTNESS,org.apache.tools.ant.taskdefs.optional.vss,org.apache.tools.ant.taskdefs.optional.vss.MSVSSTest,,tearDown,,},,86,86,close,https://github.com/apache/ant/tree/c92f8f160a3197e8f3df74ceb588f581d08404c0//src/tests/junit/org/apache/tools/ant/taskdefs/optional/vss/MSVSSTest.java#L86,https://github.com/apache/ant/tree/7a7307bc999be080c99412b1c67d111af1366ef7//src/tests/junit/org/apache/tools/ant/taskdefs/optional/vss/MSVSSTest.java,,unknown,"protected void tearDown()
        throws Exception {
        File file = new File(project.getBaseDir(), LOCAL_PATH);
        if (file.exists()) {
            file.delete();
        }
    }"
49,9845,ant,IJU_TEARDOWN_NO_SUPER,C,last,,CORRECTNESS,org.apache.tools.ant.filters,org.apache.tools.ant.filters.DynamicFilterTest,,tearDown,,},,45,45,close,https://github.com/apache/ant/tree/c92f8f160a3197e8f3df74ceb588f581d08404c0//src/tests/junit/org/apache/tools/ant/filters/DynamicFilterTest.java#L45,https://github.com/apache/ant/tree/7a7307bc999be080c99412b1c67d111af1366ef7//src/tests/junit/org/apache/tools/ant/filters/DynamicFilterTest.java,,unknown,"public void tearDown() {
        executeTarget(""cleanup"");
    }"
50,9846,ant,IJU_TEARDOWN_NO_SUPER,C,last,,CORRECTNESS,org.apache.tools.ant.taskdefs,org.apache.tools.ant.taskdefs.TouchTest,,tearDown,,},,44,44,close,https://github.com/apache/ant/tree/c92f8f160a3197e8f3df74ceb588f581d08404c0//src/tests/junit/org/apache/tools/ant/taskdefs/TouchTest.java#L44,https://github.com/apache/ant/tree/7a7307bc999be080c99412b1c67d111af1366ef7//src/tests/junit/org/apache/tools/ant/taskdefs/TouchTest.java,,unknown,"public void tearDown() {
        executeTarget(""cleanup"");
    }"
51,9848,ant,IJU_TEARDOWN_NO_SUPER,C,last,,CORRECTNESS,org.apache.tools.ant.taskdefs,org.apache.tools.ant.taskdefs.ManifestTest,,tearDown,,},,66,66,close,https://github.com/apache/ant/tree/c92f8f160a3197e8f3df74ceb588f581d08404c0//src/tests/junit/org/apache/tools/ant/taskdefs/ManifestTest.java#L66,https://github.com/apache/ant/tree/7a7307bc999be080c99412b1c67d111af1366ef7//src/tests/junit/org/apache/tools/ant/taskdefs/ManifestTest.java,,unknown,"public void tearDown() {
        executeTarget(""clean"");
    }"
52,9849,ant,IJU_TEARDOWN_NO_SUPER,C,last,,CORRECTNESS,org.apache.tools.ant.taskdefs,org.apache.tools.ant.taskdefs.UpToDateTest,,tearDown,,},,35,35,close,https://github.com/apache/ant/tree/c92f8f160a3197e8f3df74ceb588f581d08404c0//src/tests/junit/org/apache/tools/ant/taskdefs/UpToDateTest.java#L35,https://github.com/apache/ant/tree/7a7307bc999be080c99412b1c67d111af1366ef7//src/tests/junit/org/apache/tools/ant/taskdefs/UpToDateTest.java,,unknown,"public void tearDown() {
        executeTarget(""tearDown"");
    }"
53,9852,ant,IJU_TEARDOWN_NO_SUPER,C,last,,CORRECTNESS,org.apache.tools.ant.taskdefs.optional,org.apache.tools.ant.taskdefs.optional.JavahTest,,tearDown,,},,37,37,close,https://github.com/apache/ant/tree/c92f8f160a3197e8f3df74ceb588f581d08404c0//src/tests/junit/org/apache/tools/ant/taskdefs/optional/JavahTest.java#L37,https://github.com/apache/ant/tree/7a7307bc999be080c99412b1c67d111af1366ef7//src/tests/junit/org/apache/tools/ant/taskdefs/optional/JavahTest.java,,unknown,"public void tearDown() {
        executeTarget(""tearDown"");
    }"
54,9853,ant,IJU_TEARDOWN_NO_SUPER,C,last,,CORRECTNESS,org.apache.tools.ant.taskdefs,org.apache.tools.ant.taskdefs.AbstractCvsTaskTest,,tearDown,,},,42,42,close,https://github.com/apache/ant/tree/c92f8f160a3197e8f3df74ceb588f581d08404c0//src/tests/junit/org/apache/tools/ant/taskdefs/AbstractCvsTaskTest.java#L42,https://github.com/apache/ant/tree/7a7307bc999be080c99412b1c67d111af1366ef7//src/tests/junit/org/apache/tools/ant/taskdefs/AbstractCvsTaskTest.java,,unknown,"public void tearDown() {
        executeTarget(""cleanup"");
    }"
55,9854,ant,IJU_TEARDOWN_NO_SUPER,C,last,,CORRECTNESS,org.apache.tools.ant.types.selectors,org.apache.tools.ant.types.selectors.ContainsRegexpTest$TaskdefForRegexpTest,,tearDown,,},,64,64,close,https://github.com/apache/ant/tree/c92f8f160a3197e8f3df74ceb588f581d08404c0//src/tests/junit/org/apache/tools/ant/types/selectors/ContainsRegexpTest.java#L64,https://github.com/apache/ant/tree/7a7307bc999be080c99412b1c67d111af1366ef7//src/tests/junit/org/apache/tools/ant/types/selectors/ContainsRegexpTest.java,,unknown,"public void tearDown() {
            executeTarget(""cleanupregexp"");
        }"
56,9858,ant,IJU_TEARDOWN_NO_SUPER,C,last,,CORRECTNESS,org.apache.tools.ant.taskdefs,org.apache.tools.ant.taskdefs.AntTest,,tearDown,,},,46,46,close,https://github.com/apache/ant/tree/c92f8f160a3197e8f3df74ceb588f581d08404c0//src/tests/junit/org/apache/tools/ant/taskdefs/AntTest.java#L46,https://github.com/apache/ant/tree/7a7307bc999be080c99412b1c67d111af1366ef7//src/tests/junit/org/apache/tools/ant/taskdefs/AntTest.java,,unknown,"public void tearDown() {
        executeTarget(""cleanup"");
    }"
57,9861,ant,IJU_TEARDOWN_NO_SUPER,C,last,,CORRECTNESS,org.apache.tools.ant.taskdefs,org.apache.tools.ant.taskdefs.FilterTest,,tearDown,,},,42,42,close,https://github.com/apache/ant/tree/c92f8f160a3197e8f3df74ceb588f581d08404c0//src/tests/junit/org/apache/tools/ant/taskdefs/FilterTest.java#L42,https://github.com/apache/ant/tree/7a7307bc999be080c99412b1c67d111af1366ef7//src/tests/junit/org/apache/tools/ant/taskdefs/FilterTest.java,,unknown,"public void tearDown() {
        executeTarget(""cleanup"");
    }"
58,9870,ant,IJU_TEARDOWN_NO_SUPER,C,last,,CORRECTNESS,org.apache.tools.ant.taskdefs,org.apache.tools.ant.taskdefs.GetTest,,tearDown,,},,37,37,close,https://github.com/apache/ant/tree/c92f8f160a3197e8f3df74ceb588f581d08404c0//src/tests/junit/org/apache/tools/ant/taskdefs/GetTest.java#L37,https://github.com/apache/ant/tree/7a7307bc999be080c99412b1c67d111af1366ef7//src/tests/junit/org/apache/tools/ant/taskdefs/GetTest.java,,unknown,"public void tearDown() {
        executeTarget(""cleanup"");
    }"
59,9877,ant,IJU_TEARDOWN_NO_SUPER,C,last,,CORRECTNESS,org.apache.tools.ant.types,org.apache.tools.ant.types.XMLCatalogBuildFileTest,,tearDown,,},,39,39,close,https://github.com/apache/ant/tree/c92f8f160a3197e8f3df74ceb588f581d08404c0//src/tests/junit/org/apache/tools/ant/types/XMLCatalogBuildFileTest.java#L39,https://github.com/apache/ant/tree/7a7307bc999be080c99412b1c67d111af1366ef7//src/tests/junit/org/apache/tools/ant/types/XMLCatalogBuildFileTest.java,,unknown,"public void tearDown() {
    }"
60,9884,ant,IJU_TEARDOWN_NO_SUPER,C,last,,CORRECTNESS,org.apache.tools.ant.taskdefs,org.apache.tools.ant.taskdefs.SignJarTest,,tearDown,,},,45,45,close,https://github.com/apache/ant/tree/c92f8f160a3197e8f3df74ceb588f581d08404c0//src/tests/junit/org/apache/tools/ant/taskdefs/SignJarTest.java#L45,https://github.com/apache/ant/tree/7a7307bc999be080c99412b1c67d111af1366ef7//src/tests/junit/org/apache/tools/ant/taskdefs/SignJarTest.java,,unknown,"public void tearDown() {
        executeTarget(""clean"");
    }"
61,9885,ant,IJU_TEARDOWN_NO_SUPER,C,last,,CORRECTNESS,org.apache.tools.ant,org.apache.tools.ant.TaskContainerTest,,tearDown,,},,33,33,close,https://github.com/apache/ant/tree/c92f8f160a3197e8f3df74ceb588f581d08404c0//src/tests/junit/org/apache/tools/ant/TaskContainerTest.java#L33,https://github.com/apache/ant/tree/7a7307bc999be080c99412b1c67d111af1366ef7//src/tests/junit/org/apache/tools/ant/TaskContainerTest.java,,unknown,"public void tearDown() {
        executeTarget(""cleanup"");
    }"
62,9886,ant,IJU_TEARDOWN_NO_SUPER,C,last,,CORRECTNESS,org.apache.tools.ant.taskdefs,org.apache.tools.ant.taskdefs.CallTargetTest,,tearDown,,},,71,71,close,https://github.com/apache/ant/tree/c92f8f160a3197e8f3df74ceb588f581d08404c0//src/tests/junit/org/apache/tools/ant/taskdefs/CallTargetTest.java#L71,https://github.com/apache/ant/tree/7a7307bc999be080c99412b1c67d111af1366ef7//src/tests/junit/org/apache/tools/ant/taskdefs/CallTargetTest.java,,unknown,"public void tearDown() {
        project.executeTarget(""cleanup"");
    }"
63,9890,ant,IJU_TEARDOWN_NO_SUPER,C,last,,CORRECTNESS,org.apache.tools.ant.taskdefs,org.apache.tools.ant.taskdefs.ChecksumTest,,tearDown,,},,39,39,close,https://github.com/apache/ant/tree/c92f8f160a3197e8f3df74ceb588f581d08404c0//src/tests/junit/org/apache/tools/ant/taskdefs/ChecksumTest.java#L39,https://github.com/apache/ant/tree/7a7307bc999be080c99412b1c67d111af1366ef7//src/tests/junit/org/apache/tools/ant/taskdefs/ChecksumTest.java,,unknown,"public void tearDown() {
        executeTarget(""cleanup"");
    }"
64,9895,ant,IJU_TEARDOWN_NO_SUPER,C,last,,CORRECTNESS,org.apache.tools.ant.taskdefs,org.apache.tools.ant.taskdefs.TarTest,,tearDown,,},,157,157,close,https://github.com/apache/ant/tree/c92f8f160a3197e8f3df74ceb588f581d08404c0//src/tests/junit/org/apache/tools/ant/taskdefs/TarTest.java#L157,https://github.com/apache/ant/tree/7a7307bc999be080c99412b1c67d111af1366ef7//src/tests/junit/org/apache/tools/ant/taskdefs/TarTest.java,,unknown,"public void tearDown() {
        executeTarget(""cleanup"");
    }"
65,9897,ant,IJU_TEARDOWN_NO_SUPER,C,last,,CORRECTNESS,org.apache.tools.ant.taskdefs,org.apache.tools.ant.taskdefs.SyncTest,,tearDown,,},,35,35,close,https://github.com/apache/ant/tree/c92f8f160a3197e8f3df74ceb588f581d08404c0//src/tests/junit/org/apache/tools/ant/taskdefs/SyncTest.java#L35,https://github.com/apache/ant/tree/7a7307bc999be080c99412b1c67d111af1366ef7//src/tests/junit/org/apache/tools/ant/taskdefs/SyncTest.java,,unknown,"public void tearDown() {
        executeTarget(""cleanup"");
    }"
66,9900,ant,IJU_TEARDOWN_NO_SUPER,C,last,,CORRECTNESS,org.apache.tools.ant.types.selectors,org.apache.tools.ant.types.selectors.BaseSelectorTest$TaskdefForMakingBed,,tearDown,,},,272,272,close,https://github.com/apache/ant/tree/c92f8f160a3197e8f3df74ceb588f581d08404c0//src/tests/junit/org/apache/tools/ant/types/selectors/BaseSelectorTest.java#L272,https://github.com/apache/ant/tree/7a7307bc999be080c99412b1c67d111af1366ef7//src/tests/junit/org/apache/tools/ant/types/selectors/BaseSelectorTest.java,,close,"public void tearDown() {
            executeTarget(""cleanup"");
        }"
67,9909,ant,IJU_TEARDOWN_NO_SUPER,C,last,,CORRECTNESS,org.apache.tools.ant.taskdefs,org.apache.tools.ant.taskdefs.RecorderTest,,tearDown,,},,47,47,close,https://github.com/apache/ant/tree/c92f8f160a3197e8f3df74ceb588f581d08404c0//src/tests/junit/org/apache/tools/ant/taskdefs/RecorderTest.java#L47,https://github.com/apache/ant/tree/7a7307bc999be080c99412b1c67d111af1366ef7//src/tests/junit/org/apache/tools/ant/taskdefs/RecorderTest.java,,unknown,"public void tearDown() {
        executeTarget(""cleanup"");
    }"
68,9911,ant,IJU_TEARDOWN_NO_SUPER,C,last,,CORRECTNESS,org.apache.tools.ant.taskdefs,org.apache.tools.ant.taskdefs.MoveTest,,tearDown,,},,45,45,close,https://github.com/apache/ant/tree/c92f8f160a3197e8f3df74ceb588f581d08404c0//src/tests/junit/org/apache/tools/ant/taskdefs/MoveTest.java#L45,https://github.com/apache/ant/tree/7a7307bc999be080c99412b1c67d111af1366ef7//src/tests/junit/org/apache/tools/ant/taskdefs/MoveTest.java,,unknown,"public void tearDown() {
        executeTarget(""cleanup"");
    }"
69,9913,ant,IJU_TEARDOWN_NO_SUPER,C,last,,CORRECTNESS,org.apache.tools.ant.taskdefs.optional.depend,org.apache.tools.ant.taskdefs.optional.depend.DependTest,,tearDown,,},,47,47,close,https://github.com/apache/ant/tree/c92f8f160a3197e8f3df74ceb588f581d08404c0//src/tests/junit/org/apache/tools/ant/taskdefs/optional/depend/DependTest.java#L47,https://github.com/apache/ant/tree/7a7307bc999be080c99412b1c67d111af1366ef7//src/tests/junit/org/apache/tools/ant/taskdefs/optional/depend/DependTest.java,,unknown,"public void tearDown() {
        executeTarget(""clean"");
    }"
70,9915,ant,IJU_TEARDOWN_NO_SUPER,C,last,,CORRECTNESS,org.apache.tools.ant.taskdefs,org.apache.tools.ant.taskdefs.JavaTest,,tearDown,,},,75,75,close,https://github.com/apache/ant/tree/c92f8f160a3197e8f3df74ceb588f581d08404c0//src/tests/junit/org/apache/tools/ant/taskdefs/JavaTest.java#L75,https://github.com/apache/ant/tree/7a7307bc999be080c99412b1c67d111af1366ef7//src/tests/junit/org/apache/tools/ant/taskdefs/JavaTest.java,,unknown,"public void tearDown() {
        // remove log file from testSpawn
        project.executeTarget(""cleanup"");
    }"
71,9916,ant,IJU_TEARDOWN_NO_SUPER,C,last,,CORRECTNESS,org.apache.tools.ant.filters,org.apache.tools.ant.filters.HeadTailTest,,tearDown,,},,46,46,close,https://github.com/apache/ant/tree/c92f8f160a3197e8f3df74ceb588f581d08404c0//src/tests/junit/org/apache/tools/ant/filters/HeadTailTest.java#L46,https://github.com/apache/ant/tree/7a7307bc999be080c99412b1c67d111af1366ef7//src/tests/junit/org/apache/tools/ant/filters/HeadTailTest.java,,unknown,"public void tearDown() {
        executeTarget(""cleanup"");
    }"
72,9917,ant,IJU_TEARDOWN_NO_SUPER,C,last,,CORRECTNESS,org.apache.tools.ant.taskdefs,org.apache.tools.ant.taskdefs.CopydirTest,,tearDown,,},,37,37,close,https://github.com/apache/ant/tree/c92f8f160a3197e8f3df74ceb588f581d08404c0//src/tests/junit/org/apache/tools/ant/taskdefs/CopydirTest.java#L37,https://github.com/apache/ant/tree/7a7307bc999be080c99412b1c67d111af1366ef7//src/tests/junit/org/apache/tools/ant/taskdefs/CopydirTest.java,,unknown,"public void tearDown() {
        executeTarget(""cleanup"");
    }"
73,9921,ant,IJU_TEARDOWN_NO_SUPER,C,last,,CORRECTNESS,org.apache.tools.ant.taskdefs,org.apache.tools.ant.taskdefs.LoadFileTest,,tearDown,,},,53,53,close,https://github.com/apache/ant/tree/c92f8f160a3197e8f3df74ceb588f581d08404c0//src/tests/junit/org/apache/tools/ant/taskdefs/LoadFileTest.java#L53,https://github.com/apache/ant/tree/7a7307bc999be080c99412b1c67d111af1366ef7//src/tests/junit/org/apache/tools/ant/taskdefs/LoadFileTest.java,,unknown,"public void tearDown() {
        executeTarget(""cleanup"");
    }"
74,9922,ant,IJU_TEARDOWN_NO_SUPER,C,last,,CORRECTNESS,org.apache.tools.ant.taskdefs.optional.sos,org.apache.tools.ant.taskdefs.optional.sos.SOSTest,,tearDown,,},,80,80,close,https://github.com/apache/ant/tree/c92f8f160a3197e8f3df74ceb588f581d08404c0//src/tests/junit/org/apache/tools/ant/taskdefs/optional/sos/SOSTest.java#L80,https://github.com/apache/ant/tree/7a7307bc999be080c99412b1c67d111af1366ef7//src/tests/junit/org/apache/tools/ant/taskdefs/optional/sos/SOSTest.java,,unknown,"protected void tearDown()
        throws Exception {
        File file = new File(project.getBaseDir(), LOCAL_PATH);
        if (file.exists()) {
            file.delete();
        }
    }"
75,9923,ant,IJU_TEARDOWN_NO_SUPER,C,last,,CORRECTNESS,org.apache.tools.ant.taskdefs,org.apache.tools.ant.taskdefs.GzipTest,,tearDown,,},,74,74,close,https://github.com/apache/ant/tree/c92f8f160a3197e8f3df74ceb588f581d08404c0//src/tests/junit/org/apache/tools/ant/taskdefs/GzipTest.java#L74,https://github.com/apache/ant/tree/7a7307bc999be080c99412b1c67d111af1366ef7//src/tests/junit/org/apache/tools/ant/taskdefs/GzipTest.java,,unknown,"public void tearDown(){
        executeTarget(""cleanup"");
    }"
76,9928,ant,IJU_TEARDOWN_NO_SUPER,C,last,,CORRECTNESS,org.apache.tools.ant.taskdefs.optional.junit,org.apache.tools.ant.taskdefs.optional.junit.JUnitTestListenerTest,,tearDown,,},,45,45,close,https://github.com/apache/ant/tree/c92f8f160a3197e8f3df74ceb588f581d08404c0//src/tests/junit/org/apache/tools/ant/taskdefs/optional/junit/JUnitTestListenerTest.java#L45,https://github.com/apache/ant/tree/7a7307bc999be080c99412b1c67d111af1366ef7//src/tests/junit/org/apache/tools/ant/taskdefs/optional/junit/JUnitTestListenerTest.java,,unknown,"public void tearDown() {
        executeTarget(""cleanup"");
    }"
77,9930,ant,IJU_TEARDOWN_NO_SUPER,C,last,,CORRECTNESS,org.apache.tools.ant.taskdefs,org.apache.tools.ant.taskdefs.WarTest,,tearDown,,},,43,43,close,https://github.com/apache/ant/tree/c92f8f160a3197e8f3df74ceb588f581d08404c0//src/tests/junit/org/apache/tools/ant/taskdefs/WarTest.java#L43,https://github.com/apache/ant/tree/7a7307bc999be080c99412b1c67d111af1366ef7//src/tests/junit/org/apache/tools/ant/taskdefs/WarTest.java,,unknown,"public void tearDown() {
        executeTarget(""clean"");
    }"
78,9932,ant,IJU_TEARDOWN_NO_SUPER,C,last,,CORRECTNESS,org.apache.tools.ant.taskdefs,org.apache.tools.ant.taskdefs.ImportTest,,tearDown,,},,41,41,close,https://github.com/apache/ant/tree/c92f8f160a3197e8f3df74ceb588f581d08404c0//src/tests/junit/org/apache/tools/ant/taskdefs/ImportTest.java#L41,https://github.com/apache/ant/tree/7a7307bc999be080c99412b1c67d111af1366ef7//src/tests/junit/org/apache/tools/ant/taskdefs/ImportTest.java,,unknown,"public void tearDown() {
    }"
79,9933,ant,IJU_TEARDOWN_NO_SUPER,C,last,,CORRECTNESS,org.apache.tools.ant.taskdefs.optional.unix,org.apache.tools.ant.taskdefs.optional.unix.SymlinkTest,,tearDown,,},,290,290,close,https://github.com/apache/ant/tree/c92f8f160a3197e8f3df74ceb588f581d08404c0//src/tests/junit/org/apache/tools/ant/taskdefs/optional/unix/SymlinkTest.java#L290,https://github.com/apache/ant/tree/7a7307bc999be080c99412b1c67d111af1366ef7//src/tests/junit/org/apache/tools/ant/taskdefs/optional/unix/SymlinkTest.java,,unknown,"public void tearDown() {
        if (supportsSymlinks) {
            executeTarget(""teardown"");
        }
    }"
80,9934,ant,IJU_TEARDOWN_NO_SUPER,C,last,,CORRECTNESS,org.apache.tools.ant.types,org.apache.tools.ant.types.FilterSetTest,,tearDown,,},,46,46,close,https://github.com/apache/ant/tree/c92f8f160a3197e8f3df74ceb588f581d08404c0//src/tests/junit/org/apache/tools/ant/types/FilterSetTest.java#L46,https://github.com/apache/ant/tree/7a7307bc999be080c99412b1c67d111af1366ef7//src/tests/junit/org/apache/tools/ant/types/FilterSetTest.java,,unknown,"public void tearDown() {
        executeTarget(""cleanup"");
    }"
81,9935,ant,IJU_TEARDOWN_NO_SUPER,C,last,,CORRECTNESS,org.apache.tools.ant.types,org.apache.tools.ant.types.AssertionsTest,,tearDown,,},,37,37,close,https://github.com/apache/ant/tree/c92f8f160a3197e8f3df74ceb588f581d08404c0//src/tests/junit/org/apache/tools/ant/types/AssertionsTest.java#L37,https://github.com/apache/ant/tree/7a7307bc999be080c99412b1c67d111af1366ef7//src/tests/junit/org/apache/tools/ant/types/AssertionsTest.java,,unknown,"protected void tearDown() throws Exception {
        executeTarget(""teardown"");
    }"
82,9941,ant,IJU_TEARDOWN_NO_SUPER,C,last,,CORRECTNESS,org.apache.tools.ant,org.apache.tools.ant.DirectoryScannerTest,,tearDown,,},,51,51,close,https://github.com/apache/ant/tree/c92f8f160a3197e8f3df74ceb588f581d08404c0//src/tests/junit/org/apache/tools/ant/DirectoryScannerTest.java#L51,https://github.com/apache/ant/tree/7a7307bc999be080c99412b1c67d111af1366ef7//src/tests/junit/org/apache/tools/ant/DirectoryScannerTest.java,,unknown,"public void tearDown() {
        getProject().executeTarget(""cleanup"");
    }"
83,9943,ant,IJU_TEARDOWN_NO_SUPER,C,last,,CORRECTNESS,org.apache.tools.ant.taskdefs,org.apache.tools.ant.taskdefs.JarTest,,tearDown,,},,68,68,close,https://github.com/apache/ant/tree/c92f8f160a3197e8f3df74ceb588f581d08404c0//src/tests/junit/org/apache/tools/ant/taskdefs/JarTest.java#L68,https://github.com/apache/ant/tree/7a7307bc999be080c99412b1c67d111af1366ef7//src/tests/junit/org/apache/tools/ant/taskdefs/JarTest.java,,unknown,"public void tearDown() {
        if (r1 != null) {
            try {
                r1.close();
            } catch (IOException e) {
            }
        }
        if (r2 != null) {
            try {
                r2.close();
            } catch (IOException e) {
            }
        }

        executeTarget(""cleanup"");
    }"
84,9950,ant,IJU_TEARDOWN_NO_SUPER,C,last,,CORRECTNESS,org.apache.tools.ant.filters,org.apache.tools.ant.filters.NoNewLineTest,,tearDown,,},,41,41,close,https://github.com/apache/ant/tree/c92f8f160a3197e8f3df74ceb588f581d08404c0//src/tests/junit/org/apache/tools/ant/filters/NoNewLineTest.java#L41,https://github.com/apache/ant/tree/7a7307bc999be080c99412b1c67d111af1366ef7//src/tests/junit/org/apache/tools/ant/filters/NoNewLineTest.java,,unknown,"public void tearDown() {
        executeTarget(""cleanup"");
    }"
85,9470,jmeter,CN_IDIOM_NO_SUPER_CALL,C,last,,BAD_PRACTICE,org.apache.jorphan.collections,org.apache.jorphan.collections.HashTree,,clone,,,,-2,-2,close,https://github.com/apache/jmeter/tree/032cc396b962c0b5ac6a31f0b756d624be34efd0//src/jorphan/org/apache/jorphan/collections/HashTree.java#L-2,https://github.com/apache/jmeter/tree/b3f452902a78827bd885e6dbf30b14d11fb4df93//src/jorphan/org/apache/jorphan/collections/HashTree.java,,open,"@Override
    public Object clone() {
        HashTree newTree = new HashTree();
        cloneTree(newTree);
        return newTree;
    }"
86,9535,jmeter,CN_IDIOM_NO_SUPER_CALL,C,last,,BAD_PRACTICE,org.apache.jorphan.collections,org.apache.jorphan.collections.ListedHashTree,,clone,,,,-2,-2,close,https://github.com/apache/jmeter/tree/032cc396b962c0b5ac6a31f0b756d624be34efd0//src/jorphan/org/apache/jorphan/collections/ListedHashTree.java#L-2,https://github.com/apache/jmeter/tree/b3f452902a78827bd885e6dbf30b14d11fb4df93//src/jorphan/org/apache/jorphan/collections/ListedHashTree.java,,open,"@Override
    public Object clone() {
        ListedHashTree newTree = new ListedHashTree();
        cloneTree(newTree);
        return newTree;
    }"
87,9553,jmeter,CN_IDIOM_NO_SUPER_CALL,C,last,,BAD_PRACTICE,org.apache.jmeter.protocol.http.util.accesslog,org.apache.jmeter.protocol.http.util.accesslog.SessionFilter,,clone,,,,-2,-2,close,https://github.com/apache/jmeter/tree/032cc396b962c0b5ac6a31f0b756d624be34efd0//src/protocol/http/org/apache/jmeter/protocol/http/util/accesslog/SessionFilter.java#L-2,https://github.com/apache/jmeter/tree/b3f452902a78827bd885e6dbf30b14d11fb4df93//src/protocol/http/org/apache/jmeter/protocol/http/util/accesslog/SessionFilter.java,,open,"@Override
    public Object clone() {
        if(cookieManagers == null)
        {
            cookieManagers = new ConcurrentHashMap<String, CookieManager>();
        }
        if(managersInUse == null)
        {
            managersInUse = Collections.synchronizedSet(new HashSet<CookieManager>());
        }
        SessionFilter f = new SessionFilter();
        f.cookieManagers = cookieManagers;
        f.managersInUse = managersInUse;
        return f;
    }"
88,9625,jmeter,CN_IDIOM_NO_SUPER_CALL,C,last,,BAD_PRACTICE,org.apache.jmeter.protocol.http.util.accesslog,org.apache.jmeter.protocol.http.util.accesslog.SharedTCLogParser,,clone,,,,-2,-2,close,https://github.com/apache/jmeter/tree/032cc396b962c0b5ac6a31f0b756d624be34efd0//src/protocol/http/org/apache/jmeter/protocol/http/util/accesslog/SharedTCLogParser.java#L-2,https://github.com/apache/jmeter/tree/b3f452902a78827bd885e6dbf30b14d11fb4df93//src/protocol/http/org/apache/jmeter/protocol/http/util/accesslog/SharedTCLogParser.java,,open,"@Override
    public Object clone() {
        SharedTCLogParser parser = new SharedTCLogParser();
        parser.FILENAME = FILENAME;
        parser.FILTER = FILTER;
        return parser;
    }"
